Game Date	Team	Play	Quarter	Yard	Down	Distance	Gain/Loss	Hash	Play Type	Result	Play Direction	Eff	Series	Offensive Strength	Field/Boundary	Opposing Team	Offensive Formation	Offensive Play	Defensive Front	Defensive Coverage	Defensive Play
2020-11-07T04:35:01.207	BHS	2	1	-20	1	10	12	M	Pass	Complete	L	N	1	Bal		Bentonville West High School	DOUBLES GUN LEFT	3 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	3	1	-32	1	10	3	L	Run	Rush	L	Y	1	R		Bentonville West High School	TRIPS GUN SAME	WEAK QB BADGER			
2020-11-07T04:35:01.207	BHS	4	1	-35	2	7	0	L	Pass	Incomplete	R	Y	1	R		Bentonville West High School	TRIPS GUN OPP	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	5	1	-35	3	7	0	L	Pass	Incomplete	L	Y	1	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	6	1	-35	4	7		L	Fake punt	Fumble			1			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	7	1	10	1	10	5	R	Run	Rush	R	Y	1	Bal	Boundary	Bentonville West High School	ACE	BUFFALO			
2020-11-07T04:35:01.207	BHS	8	1	5	2	5	-1	R	Run	Rush	R	N	1	R	Boundary	Bentonville West High School	WING/LT WING	LONGHORN RAIL			
2020-11-07T04:35:01.207	BHS	9	1	6	3	6	0	R	Pass	Incomplete	L	N	1	Bal	Field	Bentonville West High School	ACE	SHAKE			
2020-11-07T04:35:01.207	BHS	12	1	-34	1	10	3	M	Run	Rush	R	Y	2	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	13	1	-37	2	7	3	M	Pass	Rush	R	Y	2	Bal		Bentonville West High School	DOUBLES GUN LEFT	3 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	14	1	-40	3	4	5	L	Pass	Complete	L	N	2	R		Bentonville West High School	SPLIT	2 X 2 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	15	1	-45	1	10	4	L	Run	Rush	R	N	2	R		Bentonville West High School	SPLIT	WEAK CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	16	1	-49	2	6	0	L	Pass	Incomplete	L	Y	2	R		Bentonville West High School	EMPTY	2 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	17	1	-49	3	6	11	L	Pass	Complete	L	N	2	R		Bentonville West High School	EMPTY	2 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	18	1	40	1	10	2	L	Run	Rush	R	Y	2	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	19	1	38	2	8	6	M	Pass	Complete	L	N	2	Bal		Bentonville West High School	DOUBLES GUN LEFT	LOW RIDER			
2020-11-07T04:35:01.207	BHS	20	1	32	3	2	5	L	Run	Rush	L	N	2	L		Bentonville West High School	LEFT SPLIT	STRONG SOONER BOSS			
2020-11-07T04:35:01.207	BHS	21	1	27	1	10	8	L	Pass	Scramble	L	N	2	R		Bentonville West High School	TRIPS GUN SAME	X LOW RIDER Y FANG			
2020-11-07T04:35:01.207	BHS	22	1	19	2	2	15	L	Pass	Complete	L	N	2	R		Bentonville West High School	TRIPS UP SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	23	1	4	1	4	4	L	Run	Rush, td	L	N	2	R		Bentonville West High School	SPLIT	WEAK QB SOONER BOSS			
2020-11-07T04:35:01.207	BHS	26	1	3	1	10		M	Extra pt.	Good			2			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	28	1	-20	1	10	-2	M	Pass	Rush	R	Y	3	Bal		Bentonville West High School	DOUBLES GUN LEFT	3 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	29	1	-18	2	12	14	R	Pass	Complete	L	N	3	Bal		Bentonville West High School	DOUBLES GUN LEFT	2 X 2 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	30	1	-32	1	10	0	M	Pass	Incomplete	L	Y	3	Bal		Bentonville West High School	DOUBLES GUN RIGHT	H FANG			
2020-11-07T04:35:01.207	BHS	31	1	-32	2	10	0	M	Pass	Incomplete	R	Y	3	L		Bentonville West High School	LEFT TRIPS UP SAME	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	32	1	-32	3	10	0	M	Pass	Incomplete	L	Y	3	Bal		Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
2020-11-07T04:35:01.207	BHS	33	1	-32	4	10		M	Punt rec	Out of bounds			3			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	34	1	48	1	10	15	L	Pass	Complete	R	Y	3	L	Field	Bentonville West High School	DICE/LT DICE	INDY TIGER			
2020-11-07T04:35:01.207	BHS	35	1	33	1	10	8	R	Run	Rush	R	Y	3	R	Boundary	Bentonville West High School	DICE/LT DICE	BUFFALO REAM X SLIP			
2020-11-07T04:35:01.207	BHS	36	1	25	2	2	25	R	Run	Rush, td	L	Y	3	L	Field	Bentonville West High School	TREY	BUFFALO READ NOW			
2020-11-07T04:35:01.207	BHS	39	1	-20	1	10	5	M	Run	Rush	R	N	4	L		Bentonville West High School	LEFT SPLIT	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	40	1	-25	2	5	0	M	Run	Rush	L	Y	4	R		Bentonville West High School	SPLIT	WEAK SOONER BOSS			
2020-11-07T04:35:01.207	BHS	45	2	50	1	10	12	R	Run	Rush	R	Y	4	L	Boundary	Bentonville West High School	TRACK/LT TRACK	BUFFALO JAYHAWK			
2020-11-07T04:35:01.207	BHS	46	2	38	1	10	0	R	Pass	Incomplete	R	N	4	L	Boundary	Bentonville West High School	TRACK/LT TRACK	FARMER RAIL DUMP			
2020-11-07T04:35:01.207	BHS	47	2	38	2	10	5	R	Run	Rush	L	Y	4	R	Field	Bentonville West High School	HIP FLIP/LT HIP FLIP	HERD			
2020-11-07T04:35:01.207	BHS	48	2	33	3	5	14	L	Run	Rush	R	Y	4	Bal	Field	Bentonville West High School	ACE	LONGHORN			
2020-11-07T04:35:01.207	BHS	49	2	19	1	10	19	R	Pass	Complete, td	L	Y	4	L	Field	Bentonville West High School	TREY	SKIN			
2020-11-07T04:35:01.207	BHS	52	2	-26	1	10	10	M	Pass	Rush	R	N	5	Bal		Bentonville West High School	DOUBLES GUN RIGHT	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	53	2	-36	1	10	1	M	Run	Rush	L	Y	5	Bal		Bentonville West High School	DOUBLES GUN LEFT	WEAK CARDINAL CUE			
2020-11-07T04:35:01.207	BHS	54	2	-37	2	9	6	L	Pass	Complete	R	N	5	R		Bentonville West High School	TRIPS GUN OPP	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	55	2	-43	3	3	12	R	Pass	Complete	L	N	5	Bal		Bentonville West High School	DOUBLES GUN RIGHT	H FANG			
2020-11-07T04:35:01.207	BHS	56	2	45	1	10	2	M	Pass	Complete	R	Y	5	Bal		Bentonville West High School	DOUBLES GUN RIGHT	LOW RIDER			
2020-11-07T04:35:01.207	BHS	57	2	43	2	8	0	R	Pass	Incomplete	R	Y	5	L		Bentonville West High School	LEFT TRIPS GUN OPP	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	58	2	43	3	8	-17	R	Pass	Penalty	L	Y	5	L		Bentonville West High School	LEFT SPLIT	2 X 2 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	59	2	-40	4	25		M	Punt rec	Return			5			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	60	2	-30	1	10	8	M	Pass	Complete	L	Y	5	R		Bentonville West High School	HIP EMPTY	HERD STAGGER			
2020-11-07T04:35:01.207	BHS	61	2	-38	2	2	4	L	Run	Rush	R	Y	5	R	Field	Bentonville West High School	TRACK/LT TRACK	BUFFALO WHAM ARROW			
2020-11-07T04:35:01.207	BHS	62	2	-42	1	10	3	M	Run	Rush	R	N	5	L		Bentonville West High School	TRACE/LT TRACE	BUFFALO Z SLIP			
2020-11-07T04:35:01.207	BHS	63	2	-45	2	7	15	R	Pass	Complete	L	Y	5	R	Field	Bentonville West High School	WING/LT WING	INDY DEEP DAGGER			
2020-11-07T04:35:01.207	BHS	64	2	40	1	10	-11	L	Run	Penalty	L	N	5	L	Boundary	Bentonville West High School	WING/LT WING	BUFFALO REAM FANG			
2020-11-07T04:35:01.207	BHS	65	2	-49	2	21	35	L	Pass	Complete	L	Y	5	R	Boundary	Bentonville West High School	TREY	ARROW NASA			
2020-11-07T04:35:01.207	BHS	66	2	16	1	10	4	L	Run	Rush	R	Y	5	L	Field	Bentonville West High School	HIP FLIP/LT HIP FLIP	HERD			
2020-11-07T04:35:01.207	BHS	67	2	12	2	6	12	M	Pass	Complete, td	R	Y	5	R		Bentonville West High School	HIP FLIP/LT HIP FLIP	BRONCO PITCH MESH			
2020-11-07T04:35:01.207	BHS	70	2	-40	1	10	2	R	Run	Rush	R	Y	6	L		Bentonville West High School	LEFT SPLIT	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	71	2	-42	2	8	4	R	Run	Rush	R	N	6	R		Bentonville West High School	SPLIT	STRONG HORN			
2020-11-07T04:35:01.207	BHS	73	2	-41	4	9	11	R	Pass	Complete	L	N	6	L		Bentonville West High School	LEFT TRIPS GUN OPP	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	74	2	48	1	10	1	L	Run	Rush	L	Y	6			Bentonville West High School	SPLIT	WEAK HORN BOSS			
2020-11-07T04:35:01.207	BHS	75	2	47	2	9	20	L	Pass	Complete	R	N	6	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	76	2	27	1	10		R	Pass	Interception	L	Y	6			Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
2020-11-07T04:35:01.207	BHS	77	2	46	1	10	-16	R	Pass	Penalty	L	N	6	Bal	Field	Bentonville West High School	DOUBLES	OKLAHOMA			
2020-11-07T04:35:01.207	BHS	78	2	-38	1	26	0	R	Pass	Incomplete	L	N	6	Bal	Field	Bentonville West High School	DOUBLES STACK	AX			
2020-11-07T04:35:01.207	BHS	79	2	-38	2	26	6	R	Run	Rush	R	N	6	Bal	Boundary	Bentonville West High School	DOUBLES STACK	BUFFALO LEAD DRAW			
2020-11-07T04:35:01.207	BHS	80	2	-43	3	20	-3	R	Pass	Penalty	L	N	6	Bal	Field	Bentonville West High School	DOUBLES	OKLAHOMA			
2020-11-07T04:35:01.207	BHS	81	2	-35	4	10		M	Punt	Downed			6			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	82	2	-32	1	10	9	R	Run	Rush	L	N	7	Bal		Bentonville West High School	DOUBLES GUN LEFT	WEAK CARDINAL GT			
2020-11-07T04:35:01.207	BHS	83	3	-40	2	1		M	Ko rec	Return			7			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	84	3	-26	1	10	20	L	Pass	Complete	L	Y	6	L	Boundary	Bentonville West High School	DICE/LT DICE	HERD FARGO			
2020-11-07T04:35:01.207	BHS	85	3	-46	1	10	5	L	Pass	Complete	L	Y	6	L	Boundary	Bentonville West High School	DICE/LT DICE	BRONCO APEX			
2020-11-07T04:35:01.207	BHS	86	3	49	2	5	0	R	Pass	Incomplete	L	N	6	L	Field	Bentonville West High School	TRACK/LT TRACK	BUFFALO DUMP			
2020-11-07T04:35:01.207	BHS	87	3	49	3	5	11	R	Pass	Complete	L	Y	6	L	Field	Bentonville West High School	TRIPS/LT TRIPS	STAB			
2020-11-07T04:35:01.207	BHS	88	3	38	1	10	5	L	Pass	Complete	L	Y	6	L		Bentonville West High School	LEFT DEUCE	BUFFALO FRONT ARROW			
2020-11-07T04:35:01.207	BHS	89	3	33	2	5	8	L	Run	Rush	R	Y	6	R	Field	Bentonville West High School	TREY	BUFFALO FRONT ARROW			
2020-11-07T04:35:01.207	BHS	90	3	25	1	10	16	L	Pass	Complete	L	Y	6	R	Boundary	Bentonville West High School	TRACK/LT TRACK	CURL SHAKE			
2020-11-07T04:35:01.207	BHS	91	3	9	1	9	3	L	Run	Rush	L	N	6	L	Boundary	Bentonville West High School	HIP/LT HIP	BUFFALO RAIL			
2020-11-07T04:35:01.207	BHS	92	3	6	2	6	6	L	Pass	Complete, td	L	Y	6	R	Boundary	Bentonville West High School	TRACE/LT TRACE	RIFLE T SCEEN LT			
2020-11-07T04:35:01.207	BHS	95	3	-27	1	10	4	L	Run	Rush	R	N	8	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	96	3	-31	2	6	9	M	Pass	Complete	R	N	8	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	97	3	-40	1	10	9	R	Pass	Complete	L	N	8	L		Bentonville West High School	LEFT TRIPS GUN SAME	WEAK CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	98	3	-49	2	1	0	L	Run	Rush	R	Y	8	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	99	3	-49	3	1	0	L	Pass	Rush	R	Y	8	Bal		Bentonville West High School	DOUBLES GUN RIGHT	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	100	3	-49	4	1	4	L	Run	Rush	R	N	8			Bentonville West High School	HIPPO GUN OPP	STRONG HUSKER			
2020-11-07T04:35:01.207	BHS	101	3	47	1	10	0	M	Pass	Incomplete	L	Y	8	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	102	3	47	2	10	12	M	Pass	Complete	R	N	8	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	103	3	35	1	10	16	R	Pass	Complete	L	N	8	L		Bentonville West High School	LEFT TRIPS GUN OPP	STRONG CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	104	3	19	1	10	0	L	Pass	Incomplete	R	Y	8	R		Bentonville West High School	TRIPS GUN OPP	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	105	3	19	2	10	0	L	Pass	Incomplete	R	Y	8	R		Bentonville West High School	TRIPS GUN OPP	1 X 3 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	106	3	19	3	10	0	L	Pass	Incomplete	L	Y	8	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	107	3	19	4	10	0	L	Pass	Incomplete	R	Y	8	Bal		Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
2020-11-07T04:35:01.207	BHS	108	3	-34	1	10	6	R	Pass	Complete	L	Y	7	L	Field	Bentonville West High School	LT TRACE TILT/TRACE TART	SOONER CUE			
2020-11-07T04:35:01.207	BHS	109	3	-40	2	4	0	L	Pass	Incomplete	R	N	7	R	Field	Bentonville West High School	TRACE TILT/LT TRACE TART	TAXI BRONCO PEEL			
2020-11-07T04:35:01.207	BHS	110	3	-40	3	4	5	L	Run	Rush	L	Y	7	Bal	Boundary	Bentonville West High School	ACE	SOONER			
2020-11-07T04:35:01.207	BHS	111	3	-45	1	10	-2	L	Run	Rush	R	N	7		Field	Bentonville West High School	WING TILT/LT WING TART	TROPEDO			
2020-11-07T04:35:01.207	BHS	112	3	-43	2	12	-18	R	Pass	Penalty	L	N	7	R	Field	Bentonville West High School	DICE/LT DICE	ZENITH			
2020-11-07T04:35:01.207	BHS	113	3	-25	2	30	19	R	Pass	Complete	R	N	7	L	Boundary	Bentonville West High School	TRIPS/LT TRIPS	CURL SHAKE			
2020-11-07T04:35:01.207	BHS	114	3	-44	3	11	15	R	Pass	Scramble	R	Y	7	Bal	Boundary	Bentonville West High School	DOUBLES STACK	RAZOR			
2020-11-07T04:35:01.207	BHS	115	3	41	1	10	11	R	Pass	Complete	L	Y	7	L	Field	Bentonville West High School	TREY	BUFFALO FRONT ARROW			
2020-11-07T04:35:01.207	BHS	116	3	30	1	10	-5	L	Pass	Penalty	R	N	7	R	Field	Bentonville West High School	TRACK/LT TRACK	BUFFALO DUMP			
2020-11-07T04:35:01.207	BHS	117	3	35	2	15	-7	L	Run	Fumble	R	N	7	L	Field	Bentonville West High School	DICE/LT DICE	HERD SAINT			
2020-11-07T04:35:01.207	BHS	118	3	-37	1	10	13	M	Pass	Complete	R	N	9	Bal		Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
2020-11-07T04:35:01.207	BHS	119	3	50	1	10	7	M	Pass	Complete	R	N	9	R		Bentonville West High School	TRIPS GUN OPP	STRONG CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	120	3	43	2	3	6	R	Run	Rush	L	N	9	L		Bentonville West High School	LEFT TRIPS GUN OPP	STRONG CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	121	3	37	1	10	0	R	Pass	Incomplete	L	Y	9	L		Bentonville West High School	LEFT TRIPS GUN SAME	3 X 1 DROP GAME			
2020-11-07T04:35:01.207	BHS	122	3	37	2	10	10	R	Pass	Penalty	L	N	9	Bal		Bentonville West High School	DOUBLES GUN RIGHT	2 X 2 DROP GAME			
2020-11-07T04:35:01.207	BHS	123	3	27	1	10	-5	M	Pass	Sack	R	Y	9	R		Bentonville West High School	TRIPS GUN SAME	1 X 3 DROP GAME			
2020-11-07T04:35:01.207	BHS	124	3	32	2	15	10	M	Pass	Complete	L	N	9	L		Bentonville West High School	LEFT TRIPS GUN SAME	WEAK CARDINAL GT CUE			
2020-11-07T04:35:01.207	BHS	126	4	16	1	10	11	L	Pass	Complete	L	N	9	Bal		Bentonville West High School	DOUBLES GUN RIGHT	LOW RIDER T FANG			
2020-11-07T04:35:01.207	BHS	127	4	5	1	5	2	L	Run	Rush	L	N	9	Bal		Bentonville West High School	DICE SPLIT	STRONG HUSKER BOSS			
2020-11-07T04:35:01.207	BHS	128	4	3	2	3		L	Pass	Interception	R	Y	9	Bal		Bentonville West High School	DICE SPLIT	1 X 1 PLAY ACTION			
2020-11-07T04:35:01.207	BHS	129	4	-20	1	10	8	M	Pass	Complete	L	Y	8	Bal		Bentonville West High School	ACE	OKIE			
2020-11-07T04:35:01.207	BHS	130	4	-28	2	2	4	L	Run	Rush	L	Y	8	Bal	Boundary	Bentonville West High School	ACE	SOONER			
2020-11-07T04:35:01.207	BHS	131	4	-32	1	10	23	L	Pass	Complete	R	Y	8	L	Field	Bentonville West High School	WING/LT WING	BRONCO STAGGER			
2020-11-07T04:35:01.207	BHS	132	4	45	1	10	3	R	Run	Rush	L	N	8	L	Field	Bentonville West High School	TRACK/LT TRACK	HERD OUTLAW			
2020-11-07T04:35:01.207	BHS	133	4	42	2	7	42	L	Pass	Complete, td	L	Y	8	L	Boundary	Bentonville West High School	TRACK/LT TRACK	TEXAS			
2020-11-07T04:35:01.207	BHS	136	4	-20	1	10	4	M	Run	Rush	L	N	10	Bal		Bentonville West High School	DOUBLES GUN LEFT	WEAK CARDINAL GT			
2020-11-07T04:35:01.207	BHS	137	4	-24	2	6	-2	M	Run	Rush	R	Y	10	Bal		Bentonville West High School	DOUBLES GUN LEFT	WEAK CARDINAL GT			
2020-11-07T04:35:01.207	BHS	138	4	-22	3	8	0	M	Pass	Incomplete	L	Y	10	Bal		Bentonville West High School	DOUBLES GUN LEFT	H FANG			
2020-11-07T04:35:01.207	BHS	139	4	-22	4	8		M	Punt rec	Return			10			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	140	4	-43	1	10	-10	L	Run	Penalty	R	N	9	R	Field	Bentonville West High School	HIP/LT HIP	BUFFALO WHAM			
2020-11-07T04:35:01.207	BHS	141	4	-33	1	20	7	M	Run	Rush	L	N	9	R		Bentonville West High School	HIP/LT HIP	BUFFALO RAIL			
2020-11-07T04:35:01.207	BHS	142	4	-40	2	13	12	M	Pass	Complete	L	Y	9			Bentonville West High School	ACE	OKIE			
2020-11-07T04:35:01.207	BHS	143	4	48	3	1	-2	L	Run	Rush	L	N	9	R	Boundary	Bentonville West High School	TRACE/LT TRACE	BUFFALO RAIL			
2020-11-07T04:35:01.207	BHS	144	4	50	4	3		L	Punt	Downed			9			Bentonville West High School					
2020-11-07T04:35:01.207	BHS	145	4	-2	1	10	0	R	Run	Rush	R	Y	11	L		Bentonville West High School	LEFT SPLIT	STRONG CARDINAL GT			
2020-11-07T04:35:01.207	BHS	146	4	-2	2	10	1	R	Run	Rush	R	Y	11	Bal		Bentonville West High School	DOUBLES GUN RIGHT	WEAK HUSKER			
2020-11-07T04:35:01.207	BHS	150	4	47	1	10	-5	L	Run	Rush	R	N	10	Bal	Field	Bentonville West High School					
2020-11-07T04:35:01.207	BHS	151	4	-48	2	15	-7	L	Run	Rush	R	N	10	Bal	Field	Bentonville West High School					
2024-04-08T12:19:52.93	BHS	91	2	50	3	6	50	L	Pass	Complete, td	L	Y	7	R		Bentonville West High School	TRIPS/LT TRIPS	CURL GLOW			
2024-04-08T12:19:52.93	BHS	120	3	31	4	11	13	M	Pass	Scramble	L	Y	9	R		Bentonville West High School	TRACK/LT TRACK	CURL SHAKE			
2024-04-08T12:19:52.93	BHS	90	3	25	1	10	16	L	Pass	Complete	L	Y	6	R	Boundary	Bentonville West High School	TRACK/LT TRACK	CURL SHAKE			
2024-04-08T12:19:52.93	BHS	113	3	-25	2	30	19	R	Pass	Complete	R	N	7	L	Boundary	Bentonville West High School	TRIPS/LT TRIPS	CURL SHAKE			
